,1  Age,2  Gender,3  University,4  Department,5  Academic Year,6  Current CGPA,7  Did you receive a waiver or scholarship at your university?," 1  In a semester, how often you felt nervous, anxious or on edge due to academic pressure?  "," 2  In a semester, how often have you been unable to stop worrying about your academic affairs?  "," 3  In a semester, how often have you had trouble relaxing due to academic pressure?  "," 4  In a semester, how often have you been easily annoyed or irritated because of academic pressure? "," 5  In a semester, how often have you worried too much about academic affairs?  "," 6  In a semester, how often have you been so restless due to academic pressure that it is hard to sit still? "," 7  In a semester, how often have you felt afraid, as if something awful might happen? ",Anxiety Value,Anxiety Label," 1  In a semester, how often have you felt upset due to something that happened in your academic affairs?  "," 2  In a semester, how often you felt as if you were unable to control important things in your academic affairs? "," 3  In a semester, how often you felt nervous and stressed because of academic pressure?  "," 4  In a semester, how often you felt as if you could not cope with all the mandatory academic activities? (e g, assignments, quiz, exams)  "," 5  In a semester, how often you felt confident about your ability to handle your academic / university problems? "," 6  In a semester, how often you felt as if things in your academic life is going on your way?  "," 7  In a semester, how often are you able to control irritations in your academic / university affairs?  "," 8  In a semester, how often you felt as if your academic performance was on top? "," 9  In a semester, how often you got angered due to bad performance or low grades that is beyond your control?  "," 10  In a semester, how often you felt as if academic difficulties are piling up so high that you could not overcome them?  ",Stress Value,Stress Label," 1  In a semester, how often have you had little interest or pleasure in doing things? "," 2  In a semester, how often have you been feeling down, depressed or hopeless? "," 3  In a semester, how often have you had trouble falling or staying asleep, or sleeping too much?  "," 4  In a semester, how often have you been feeling tired or having little energy?  "," 5  In a semester, how often have you had poor appetite or overeating?  "," 6  In a semester, how often have you been feeling bad about yourself - or that you are a failure or have let yourself or your family down?  "," 7  In a semester, how often have you been having trouble concentrating on things, such as reading the books or watching television?  "," 8  In a semester, how often have you moved or spoke too slowly for other people to notice? Or youve been moving a lot more than usual because youve been restless?  "," 9  In a semester, how often have you had thoughts that you would be better off dead, or of hurting yourself?  ",Depression Value,Depression Label,Anxiety_is_missing
1269,23-26,Male,PSTU,Engineering - CS / CSE / CSC / Similar to CS,Third Year or Equivalent,Below 2.50,No,2,1,2,3,2,2,3,15,Severe Anxiety,2,2,3,2,2,2,2,0,3,2,20,Moderate Stress,2,2,1,2,0,3,2,2,2,16,Moderately Severe Depression,FALSE
1270,18-22,Male,PSTU,Engineering - CS / CSE / CSC / Similar to CS,Third Year or Equivalent,3.00 - 3.39,No,3,2,0,3,2,2,3,15,Severe Anxiety,4,4,4,3,3,4,4,4,4,4,38,High Perceived Stress,3,2,3,1,3,1,1,2,0,16,Moderately Severe Depression,FALSE
1271,18-22,Prefer not to say,PSTU,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,No,2,1,1,1,2,0,3,10,Moderate Anxiety,2,1,2,1,2,2,1,4,4,3,22,Moderate Stress,0,3,1,3,0,3,3,1,1,15,Moderately Severe Depression,FALSE
1272,18-22,Male,PSTU,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,No,2,1,1,1,1,1,2,9,Mild Anxiety,2,4,4,2,2,2,2,4,4,1,27,High Perceived Stress,1,1,2,1,1,2,1,1,1,11,Moderate Depression,FALSE
1273,18-22,Male,PSTU,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,2.50 - 2.99,No,1,0,3,3,3,1,0,11,Moderate Anxiety,2,2,2,0,2,2,2,3,2,0,17,Moderate Stress,1,0,0,1,0,0,0,1,1,4,Minimal Depression,FALSE
1274,23-26,Male,DUET,Engineering - Mechanical Engineering / Similar to ME,Fourth Year or Equivalent,3.80 - 4.00,No,1,1,1,2,0,1,1,7,Mild Anxiety,1,2,2,1,3,4,2,3,0,2,20,Moderate Stress,1,3,3,2,0,2,0,1,2,14,Moderate Depression,FALSE
1275,18-22,Male,IUB,Business and Entrepreneurship Studies,Second Year or Equivalent,2.50 - 2.99,No,2,1,1,1,1,1,1,8,Mild Anxiety,1,0,2,2,2,2,2,2,2,2,17,Moderate Stress,1,1,1,1,1,1,1,1,1,9,Mild Depression,FALSE
1276,18-22,Male,PSTU,Engineering - CS / CSE / CSC / Similar to CS,Third Year or Equivalent,3.00 - 3.39,Yes,3,0,3,2,3,3,2,16,Severe Anxiety,2,3,4,2,1,2,3,2,4,3,26,Moderate Stress,1,3,3,3,3,2,3,3,2,23,Severe Depression,FALSE
1277,18-22,Female,PSTU,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,2.50 - 2.99,No,1,1,1,3,1,1,1,9,Mild Anxiety,2,2,4,4,4,4,3,3,4,2,32,High Perceived Stress,1,3,1,1,1,1,1,1,1,11,Moderate Depression,FALSE
1278,23-26,Female,DU,Biological Sciences,Fourth Year or Equivalent,3.00 - 3.39,No,3,3,2,3,3,3,3,20,Severe Anxiety,3,2,4,2,1,2,2,3,4,4,27,High Perceived Stress,1,3,1,3,3,3,3,1,0,18,Moderately Severe Depression,FALSE
1279,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,Third Year or Equivalent,3.00 - 3.39,No,1,0,1,0,1,0,1,4,Minimal Anxiety,1,2,2,2,3,1,1,3,1,1,17,Moderate Stress,1,0,2,0,1,2,2,3,1,12,Moderate Depression,FALSE
1280,23-26,Male,DU,Other,Fourth Year or Equivalent,3.00 - 3.39,No,0,0,0,0,0,0,0,0,Minimal Anxiety,4,4,4,4,0,0,0,0,4,4,24,Moderate Stress,0,0,0,0,0,0,0,0,0,0,No Depression,FALSE
1281,23-26,Male,DUET,Engineering - CS / CSE / CSC / Similar to CS,Third Year or Equivalent,3.00 - 3.39,No,2,2,2,2,2,3,2,15,Severe Anxiety,2,1,2,2,2,2,3,3,2,2,21,Moderate Stress,2,1,2,2,1,2,2,2,2,16,Moderately Severe Depression,FALSE
1282,23-26,Male,DUET,Engineering - CS / CSE / CSC / Similar to CS,Third Year or Equivalent,3.00 - 3.39,No,3,2,2,2,3,3,2,17,Severe Anxiety,2,2,1,1,2,2,2,3,1,1,17,Moderate Stress,3,3,1,2,3,3,3,2,3,23,Severe Depression,FALSE
1283,23-26,Male,PSTU,Engineering - CS / CSE / CSC / Similar to CS,Third Year or Equivalent,3.00 - 3.39,No,1,1,1,1,1,1,1,7,Mild Anxiety,2,1,3,0,2,3,2,1,3,2,19,Moderate Stress,1,2,1,3,1,0,1,1,2,12,Moderate Depression,FALSE
1284,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,No,2,3,1,3,3,3,3,18,Severe Anxiety,2,3,3,2,2,0,2,0,3,2,19,Moderate Stress,1,2,3,3,1,2,3,1,1,17,Moderately Severe Depression,FALSE
1285,18-22,Female,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,3,3,2,3,3,3,3,20,Severe Anxiety,0,2,2,0,2,4,4,2,2,2,20,Moderate Stress,2,3,2,2,0,0,0,0,0,9,Mild Depression,FALSE
1286,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,Second Year or Equivalent,3.00 - 3.39,No,0,0,0,0,0,0,0,0,Minimal Anxiety,2,2,2,2,2,2,2,2,2,2,20,Moderate Stress,0,0,0,0,0,0,0,0,0,0,No Depression,FALSE
1287,18-22,Male,IUT,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,Other,No,3,1,3,1,1,2,2,13,Moderate Anxiety,4,4,3,4,1,3,1,2,2,4,28,High Perceived Stress,1,2,2,2,1,2,3,1,1,15,Moderately Severe Depression,FALSE
1288,18-22,Male,PSTU,Engineering - CS / CSE / CSC / Similar to CS,Third Year or Equivalent,2.50 - 2.99,No,3,2,1,3,2,2,3,16,Severe Anxiety,1,2,2,2,2,2,2,4,2,2,21,Moderate Stress,1,2,3,2,2,3,3,1,1,18,Moderately Severe Depression,FALSE
1289,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,No,2,2,3,3,3,3,3,19,Severe Anxiety,2,2,2,2,2,2,2,2,2,2,20,Moderate Stress,3,3,3,3,3,3,3,3,3,27,Severe Depression,FALSE
1290,18-22,Male,PSTU,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,2.50 - 2.99,No,2,3,2,3,3,2,3,18,Severe Anxiety,3,4,3,3,0,4,2,2,4,2,27,High Perceived Stress,1,2,3,3,2,3,1,2,0,17,Moderately Severe Depression,FALSE
1291,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,No,1,0,1,0,1,0,0,3,Minimal Anxiety,2,2,2,1,0,0,0,1,3,3,14,Moderate Stress,3,0,0,1,1,0,0,0,0,5,Mild Depression,FALSE
1292,18-22,Male,IUT,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,Other,No,2,2,1,3,3,2,3,16,Severe Anxiety,3,4,4,4,0,1,2,1,3,3,25,Moderate Stress,2,3,3,1,1,1,0,0,0,11,Moderate Depression,FALSE
1293,18-22,Male,PSTU,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,2.50 - 2.99,No,1,1,1,0,1,1,1,6,Mild Anxiety,1,1,1,0,2,1,1,1,2,2,12,Low Stress,1,3,0,3,3,0,1,3,0,14,Moderate Depression,FALSE
1294,23-26,Male,DUET,Engineering - CS / CSE / CSC / Similar to CS,Third Year or Equivalent,3.00 - 3.39,No,2,0,0,3,2,1,0,8,Mild Anxiety,2,2,2,2,4,2,2,4,2,2,24,Moderate Stress,2,3,1,1,0,2,2,0,0,11,Moderate Depression,FALSE
1295,27-30,Male,DUET,Engineering - CS / CSE / CSC / Similar to CS,Fourth Year or Equivalent,2.50 - 2.99,No,2,1,1,1,1,1,0,7,Mild Anxiety,1,1,2,4,2,3,4,4,4,4,29,High Perceived Stress,3,3,0,1,1,1,0,0,1,10,Moderate Depression,FALSE
1296,23-26,Male,DUET,Engineering - CS / CSE / CSC / Similar to CS,Fourth Year or Equivalent,3.00 - 3.39,No,2,1,1,1,2,2,3,12,Moderate Anxiety,2,2,3,3,1,1,2,3,2,2,21,Moderate Stress,3,2,2,2,2,1,2,1,1,16,Moderately Severe Depression,FALSE
1297,23-26,Male,IUT,Engineering - Mechanical Engineering / Similar to ME,Other,3.40 - 3.79,No,1,1,1,1,1,1,1,7,Mild Anxiety,3,2,3,2,1,2,3,1,2,2,21,Moderate Stress,1,1,0,1,0,1,0,1,0,5,Mild Depression,FALSE
1298,18-22,Male,BRAC,Engineering - CS / CSE / CSC / Similar to CS,Other,3.00 - 3.39,No,2,3,2,0,3,1,2,13,Moderate Anxiety,2,2,4,2,2,2,4,1,1,2,22,Moderate Stress,2,2,1,2,2,2,1,2,1,15,Moderately Severe Depression,FALSE
1299,18-22,Male,PSTU,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,2.50 - 2.99,Yes,2,3,1,3,3,3,1,16,Severe Anxiety,3,2,2,2,1,3,2,3,2,0,20,Moderate Stress,2,2,3,2,1,3,0,1,2,16,Moderately Severe Depression,FALSE
1300,23-26,Male,BRAC,Business and Entrepreneurship Studies,Fourth Year or Equivalent,3.40 - 3.79,No,1,1,2,2,2,2,2,12,Moderate Anxiety,3,4,4,2,2,2,2,2,2,2,25,Moderate Stress,1,2,2,2,2,2,2,2,2,17,Moderately Severe Depression,FALSE
1301,23-26,Male,BRAC,Business and Entrepreneurship Studies,Fourth Year or Equivalent,3.00 - 3.39,Yes,1,1,1,1,1,1,1,7,Mild Anxiety,2,2,2,2,2,2,2,2,2,2,20,Moderate Stress,1,1,1,1,1,1,1,1,1,9,Mild Depression,FALSE
1302,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,2.50 - 2.99,No,0,1,1,1,1,1,1,6,Mild Anxiety,1,1,1,2,1,2,3,3,1,1,16,Moderate Stress,2,1,1,1,1,1,1,1,1,10,Moderate Depression,FALSE
1303,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,2.50 - 2.99,No,2,3,3,3,3,3,3,20,Severe Anxiety,3,3,4,3,3,4,2,3,3,4,32,High Perceived Stress,2,3,3,3,3,3,3,3,3,26,Severe Depression,FALSE
1304,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,2.50 - 2.99,No,1,1,1,1,0,0,0,4,Minimal Anxiety,2,2,0,2,1,2,1,2,1,2,15,Moderate Stress,1,0,1,1,3,0,0,1,1,8,Mild Depression,FALSE
1305,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,1,1,1,1,1,1,1,7,Mild Anxiety,2,2,2,2,2,2,2,2,2,2,20,Moderate Stress,1,1,1,1,1,1,1,1,1,9,Mild Depression,FALSE
1306,18-22,Female,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,Below 2.50,No,3,3,1,1,3,3,3,17,Severe Anxiety,4,4,4,0,2,1,2,2,4,4,27,High Perceived Stress,1,3,1,1,0,3,2,1,1,13,Moderate Depression,FALSE
1307,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,Yes,1,2,1,1,1,1,0,7,Mild Anxiety,2,2,2,0,1,2,1,1,2,1,14,Moderate Stress,1,0,1,1,1,0,1,1,0,6,Mild Depression,FALSE
1308,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,Below 2.50,No,2,2,2,2,2,1,1,12,Moderate Anxiety,2,2,2,2,2,1,1,2,2,2,18,Moderate Stress,1,1,1,1,1,1,1,1,1,9,Mild Depression,FALSE
1309,23-26,Male,DUET,Engineering - CS / CSE / CSC / Similar to CS,Fourth Year or Equivalent,3.40 - 3.79,No,0,0,0,1,0,0,0,1,Minimal Anxiety,0,0,2,0,2,2,3,4,0,1,14,Moderate Stress,2,0,1,1,1,1,1,1,1,9,Mild Depression,FALSE
1310,18-22,Female,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,0,0,0,0,0,0,0,0,Minimal Anxiety,0,1,1,1,3,3,4,3,1,1,18,Moderate Stress,3,0,0,1,0,0,1,0,0,5,Mild Depression,FALSE
1311,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,Third Year or Equivalent,3.00 - 3.39,No,0,1,3,1,1,3,1,10,Moderate Anxiety,2,2,2,1,0,2,2,1,4,2,18,Moderate Stress,3,1,0,1,1,0,1,0,0,7,Mild Depression,FALSE
1312,23-26,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,Second Year or Equivalent,2.50 - 2.99,No,2,1,2,1,2,0,3,11,Moderate Anxiety,1,2,3,2,2,3,2,2,3,2,22,Moderate Stress,1,2,1,3,1,1,1,0,0,10,Moderate Depression,FALSE
1313,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,Yes,3,3,3,3,3,3,3,21,Severe Anxiety,4,4,4,4,0,0,0,2,4,4,26,Moderate Stress,3,3,3,3,3,3,3,3,3,27,Severe Depression,FALSE
1314,18-22,Female,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,Below 2.50,No,1,0,1,0,0,0,0,2,Minimal Anxiety,1,1,1,1,3,3,3,3,1,1,18,Moderate Stress,1,1,1,1,1,1,0,1,0,7,Mild Depression,FALSE
1315,23-26,Female,IUT,Other,Other,3.00 - 3.39,No,2,2,3,2,3,2,3,17,Severe Anxiety,3,3,4,3,2,4,2,4,4,4,33,High Perceived Stress,2,2,3,3,3,2,3,1,0,19,Moderately Severe Depression,FALSE
1316,23-26,Male,IUT,Business and Entrepreneurship Studies,Other,2.50 - 2.99,No,1,1,1,2,1,1,1,8,Mild Anxiety,2,3,2,3,3,3,3,4,3,4,30,High Perceived Stress,1,1,1,1,0,0,1,1,0,6,Mild Depression,FALSE
1317,23-26,Male,IUT,Business and Entrepreneurship Studies,Other,3.00 - 3.39,Yes,2,1,2,2,2,2,2,13,Moderate Anxiety,2,2,3,2,2,2,2,2,4,2,23,Moderate Stress,1,1,2,2,1,2,2,2,2,15,Moderately Severe Depression,FALSE
1318,18-22,Female,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,Below 2.50,No,2,0,1,3,1,3,2,12,Moderate Anxiety,4,3,4,4,1,2,2,3,2,4,29,High Perceived Stress,1,3,1,2,0,3,0,2,3,15,Moderately Severe Depression,FALSE
1319,23-26,Male,BRAC,Engineering - CS / CSE / CSC / Similar to CS,Other,3.40 - 3.79,No,1,1,1,1,1,1,1,7,Mild Anxiety,0,0,4,2,1,4,4,4,0,4,23,Moderate Stress,0,0,0,0,0,0,0,0,0,0,No Depression,FALSE
1320,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,Yes,3,3,3,3,3,3,3,21,Severe Anxiety,4,4,4,4,4,3,3,2,4,4,36,High Perceived Stress,1,3,3,3,3,3,2,3,3,24,Severe Depression,FALSE
1321,23-26,Female,IUT,Engineering - CS / CSE / CSC / Similar to CS,Other,3.40 - 3.79,No,1,2,1,0,1,1,0,6,Mild Anxiety,3,2,3,2,2,4,3,3,2,2,26,Moderate Stress,3,3,2,3,1,3,1,0,0,16,Moderately Severe Depression,FALSE
1322,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.80 - 4.00,Yes,2,1,1,2,1,2,2,11,Moderate Anxiety,4,4,4,3,0,1,2,1,3,3,25,Moderate Stress,2,2,2,1,1,3,2,2,0,15,Moderately Severe Depression,FALSE
1323,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,Below 2.50,No,0,0,0,0,0,0,0,0,Minimal Anxiety,2,2,2,2,2,2,2,2,2,2,20,Moderate Stress,0,0,0,0,0,0,0,0,0,0,No Depression,FALSE
1324,18-22,Female,IUB,Other,First Year or Equivalent,2.50 - 2.99,No,3,2,2,2,2,2,3,16,Severe Anxiety,2,2,2,2,3,4,2,3,2,0,22,Moderate Stress,2,3,3,1,2,2,0,2,1,16,Moderately Severe Depression,FALSE
1325,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,Yes,2,1,3,3,1,2,3,15,Severe Anxiety,2,3,3,2,1,2,1,0,3,3,20,Moderate Stress,2,3,2,3,1,3,1,1,1,17,Moderately Severe Depression,FALSE
1326,23-26,Male,IUT,Other,Other,3.00 - 3.39,Yes,2,1,3,2,1,2,1,12,Moderate Anxiety,1,2,2,3,2,3,3,2,3,3,24,Moderate Stress,1,1,1,2,2,1,1,1,0,10,Moderate Depression,FALSE
1327,23-26,Male,DUET,Engineering - CS / CSE / CSC / Similar to CS,Fourth Year or Equivalent,3.00 - 3.39,No,1,1,1,1,1,1,1,7,Mild Anxiety,0,2,2,2,2,2,2,3,1,1,17,Moderate Stress,1,1,1,1,1,1,1,1,0,8,Mild Depression,FALSE
1328,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,Yes,1,1,1,1,1,1,1,7,Mild Anxiety,2,2,2,2,2,2,2,2,2,2,20,Moderate Stress,1,1,1,1,1,1,1,1,1,9,Mild Depression,FALSE
1329,18-22,Female,PSTU,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,1,1,1,0,1,1,0,5,Mild Anxiety,2,1,1,1,2,2,2,4,1,1,17,Moderate Stress,2,1,1,1,1,2,1,2,2,13,Moderate Depression,FALSE
1330,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,2.50 - 2.99,No,2,1,1,1,1,1,1,8,Mild Anxiety,1,1,2,0,1,1,4,2,3,2,17,Moderate Stress,2,1,1,2,1,1,2,0,0,10,Moderate Depression,FALSE
1331,23-26,Male,IUT,Business and Entrepreneurship Studies,Other,3.00 - 3.39,No,0,1,1,1,1,0,1,5,Mild Anxiety,1,2,4,2,0,1,2,1,2,2,17,Moderate Stress,0,0,0,0,0,0,0,0,0,0,No Depression,FALSE
1332,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,Second Year or Equivalent,Other,Yes,2,2,3,0,2,2,2,13,Moderate Anxiety,3,3,2,3,2,2,2,2,2,2,23,Moderate Stress,2,0,1,3,1,0,0,3,0,10,Moderate Depression,FALSE
1333,18-22,Female,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,Yes,2,1,1,2,2,2,2,12,Moderate Anxiety,2,2,1,2,2,2,2,2,2,2,19,Moderate Stress,1,2,1,2,2,1,2,1,2,14,Moderate Depression,FALSE
1334,18-22,Female,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,2.50 - 2.99,No,1,1,1,1,1,1,1,7,Mild Anxiety,2,3,4,0,2,3,2,2,1,2,21,Moderate Stress,1,1,1,1,1,1,1,1,1,9,Mild Depression,FALSE
1335,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,1,1,0,1,0,1,1,5,Mild Anxiety,2,1,1,1,1,1,1,1,2,2,13,Low Stress,2,1,0,1,1,1,2,3,1,12,Moderate Depression,FALSE
1336,23-26,Female,IUT,Engineering - CS / CSE / CSC / Similar to CS,Other,3.00 - 3.39,No,3,2,1,2,1,2,1,12,Moderate Anxiety,3,1,4,2,0,2,1,2,1,2,18,Moderate Stress,2,2,1,1,1,1,1,0,0,9,Mild Depression,FALSE
1337,18-22,Female,AIUB,Engineering - CS / CSE / CSC / Similar to CS,Third Year or Equivalent,3.40 - 3.79,No,1,1,1,2,2,2,3,12,Moderate Anxiety,2,1,2,1,1,1,1,2,2,2,15,Moderate Stress,2,2,3,3,3,3,3,3,0,22,Severe Depression,FALSE
1338,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,Second Year or Equivalent,2.50 - 2.99,No,2,2,1,1,2,2,1,11,Moderate Anxiety,2,2,3,2,2,2,2,2,4,2,23,Moderate Stress,0,1,1,2,0,2,3,0,0,9,Mild Depression,FALSE
1339,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,2.50 - 2.99,No,2,3,3,3,3,3,3,20,Severe Anxiety,1,1,2,2,2,3,2,2,0,2,17,Moderate Stress,3,3,3,3,3,3,3,3,3,27,Severe Depression,FALSE
1340,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,2,2,2,3,3,2,3,17,Severe Anxiety,2,3,3,3,4,3,4,4,3,3,32,High Perceived Stress,3,3,3,2,3,3,2,1,2,22,Severe Depression,FALSE
1341,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,Second Year or Equivalent,2.50 - 2.99,No,2,2,2,2,2,2,2,14,Moderate Anxiety,2,2,3,3,2,2,2,2,4,4,26,Moderate Stress,0,2,2,2,1,3,3,3,1,17,Moderately Severe Depression,FALSE
1342,23-26,Male,DUET,Engineering - CS / CSE / CSC / Similar to CS,Other,3.00 - 3.39,Yes,2,1,1,3,3,3,1,14,Moderate Anxiety,2,2,2,2,2,2,3,1,3,3,22,Moderate Stress,1,1,1,1,1,1,1,1,1,9,Mild Depression,FALSE
1343,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,Yes,1,1,1,1,1,1,1,7,Mild Anxiety,2,2,2,2,2,2,2,2,2,2,20,Moderate Stress,1,1,1,1,1,1,1,1,1,9,Mild Depression,FALSE
1344,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,Other,No,2,3,0,1,0,0,1,7,Mild Anxiety,2,2,2,2,3,3,3,3,2,2,24,Moderate Stress,0,1,0,1,0,3,0,0,0,5,Mild Depression,FALSE
1345,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,2.50 - 2.99,No,2,1,1,1,2,1,2,10,Moderate Anxiety,4,2,2,2,2,2,2,2,3,3,24,Moderate Stress,2,1,1,1,2,1,1,2,1,12,Moderate Depression,FALSE
1346,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,No,1,0,2,1,1,3,1,9,Mild Anxiety,2,2,3,4,1,3,3,2,4,3,27,High Perceived Stress,0,1,0,3,1,0,1,0,0,6,Mild Depression,FALSE
1347,18-22,Female,IUB,Engineering - CS / CSE / CSC / Similar to CS,Second Year or Equivalent,3.80 - 4.00,Yes,3,2,3,1,2,2,2,15,Severe Anxiety,4,2,2,2,0,0,2,1,0,2,15,Moderate Stress,1,2,3,3,3,3,3,3,3,24,Severe Depression,FALSE
1348,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,No,1,2,2,2,2,2,2,13,Moderate Anxiety,2,2,2,2,2,2,2,2,2,2,20,Moderate Stress,2,2,2,2,2,2,2,2,2,18,Moderately Severe Depression,FALSE
1349,18-22,Female,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,2.50 - 2.99,No,0,1,2,1,1,0,0,5,Mild Anxiety,1,1,2,0,1,1,1,1,1,1,10,Low Stress,3,0,0,0,0,0,0,0,0,3,Minimal Depression,FALSE
1350,18-22,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,Other,No,3,3,3,3,3,3,3,21,Severe Anxiety,3,2,2,4,2,3,3,2,4,2,27,High Perceived Stress,3,1,3,3,3,3,3,3,3,25,Severe Depression,FALSE
1351,18-22,Female,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,Yes,2,2,1,2,2,2,2,13,Moderate Anxiety,2,2,2,2,2,3,2,2,2,2,21,Moderate Stress,1,2,2,2,2,2,1,2,2,16,Moderately Severe Depression,FALSE
1352,23-26,Female,DUET,Engineering - CS / CSE / CSC / Similar to CS,Fourth Year or Equivalent,3.00 - 3.39,No,0,1,1,1,1,1,1,6,Mild Anxiety,0,0,2,0,0,0,0,2,3,0,7,Low Stress,3,1,1,1,1,1,1,1,1,11,Moderate Depression,FALSE
1353,23-26,Male,DUET,Engineering - CS / CSE / CSC / Similar to CS,Fourth Year or Equivalent,3.00 - 3.39,No,0,1,2,1,1,2,1,8,Mild Anxiety,0,0,1,2,2,2,2,2,2,2,15,Moderate Stress,3,1,0,2,2,1,1,1,0,11,Moderate Depression,FALSE
1354,23-26,Male,DUET,Engineering - CS / CSE / CSC / Similar to CS,Fourth Year or Equivalent,3.00 - 3.39,No,1,1,1,3,1,1,1,9,Mild Anxiety,2,0,2,1,3,2,3,2,2,1,18,Moderate Stress,1,2,2,1,2,1,1,2,1,13,Moderate Depression,FALSE
1355,23-26,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,Fourth Year or Equivalent,Below 2.50,No,3,3,3,1,2,2,3,17,Severe Anxiety,3,4,4,4,1,2,2,2,4,4,30,High Perceived Stress,2,3,3,3,3,3,3,3,3,26,Severe Depression,FALSE
1356,23-26,Male,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,Yes,1,2,0,1,1,2,1,8,Mild Anxiety,3,2,2,0,1,4,0,3,1,2,18,Moderate Stress,2,1,0,2,2,3,0,2,1,13,Moderate Depression,FALSE
1357,23-26,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,Third Year or Equivalent,3.40 - 3.79,No,1,1,1,1,1,1,1,7,Mild Anxiety,2,2,2,2,2,2,2,2,2,2,20,Moderate Stress,0,0,2,2,2,2,2,2,2,14,Moderate Depression,FALSE
